ID (受访者编码),iwy,city,CO,NO2,SO2,O3,PM25,PM1,PM10
10104106001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104106001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104106001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104106002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104107001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104107001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104107001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104107001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104107001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104107002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104107002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104108001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104108001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104108001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104108001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104108001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104108002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104108002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104108002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104108002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104108002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104109001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104109001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104109001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104109001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104109001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104109002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104109002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104109002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104109002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104109002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104110001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104110001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104110001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104110001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104110001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104110002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104110002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104110002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104110002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104110002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104111001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104111001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104111001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104111001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104111001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104112001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104112001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104112001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104112001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104112001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104112002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104112002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104112002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104112002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104112002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104113001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104113001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104113001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104113001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104113001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104113002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104113002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104113002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104113002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104113002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104114001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104114001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104114001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104114001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104114001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104114002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104114002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104114002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104114002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104114002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104115001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104115001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104115001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104115001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104115001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104115002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104115002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104115002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104115002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104115002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104116001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104116001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104116001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104116001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104116001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104116002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104116002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104116002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104116002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104116002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104117001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104117001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104117001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104117001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104117001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104117002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104117002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104117002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104118001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104118001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104118001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104118001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104118001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104118002,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104118002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104118002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104118002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104118002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104119001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104119001,2011,保山市,0.999999978,17.00000025,13.80000021,73.5000011,30.90000046,18.60000028,56.30000084
10104119001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104119001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104119001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104119002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104119002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104119002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104119002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104120001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104120001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104120001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104120001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104120002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104120002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104120002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104120002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104121001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104121001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104121001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104121001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104121002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104121002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104121002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104121002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104122001,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104122001,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
10104122001,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104122001,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104122002,2020,保山市,0.689999985,14.10000021,8.200000122,87.5000013,18.40000027,11.50000017,26.50000039
10104122002,2013,保山市,0.999999978,18.90000028,13.80000021,76.40000114,34.50000051,20.3000003,59.90000089
10104122002,2018,保山市,0.599999987,12.30000018,7.100000106,94.60000141,21.60000032,13.1000002,44.40000066
10104122002,2015,保山市,0.89999998,16.90000025,13.80000021,77.60000116,30.90000046,18.20000027,57.70000086
